wavelength	transmittance
380.00	0.31572499871254
381.00	0.33614200353622
382.00	0.36533099412918
383.00	0.36605200171471
384.00	0.37529999017715
385.00	0.42372199892998
386.00	0.36998099088669
387.00	0.22416900098324
388.00	0.15676200389862
389.00	0.24042600393295
390.00	0.31169000267982
391.00	0.23375399410725
392.00	0.14115799963474
393.00	0.15452100336552
394.00	0.25976300239563
395.00	0.29870399832726
396.00	0.22201000154018
397.00	0.18535800278187
398.00	0.29538801312447
399.00	0.49918499588966
400.00	0.63943099975586
401.00	0.66267102956772
402.00	0.57747900485992
403.00	0.53945797681808
404.00	0.59611797332764
405.00	0.58237898349762
406.00	0.5027049779892
407.00	0.39436000585556
408.00	0.29023399949074
409.00	0.25043898820877
410.00	0.26552501320839
411.00	0.27401500940323
412.00	0.19737799465656
413.00	0.10231900215149
414.00	0.070820100605488
415.00	0.065720103681087
416.00	0.10292399674654
417.00	0.096661500632763
418.00	0.034772701561451
419.00	0.0035780998878181
420.00	0.0010275000240654
421.00	0.00085635500727221
422.00	0.00067555898567662
423.00	6.1758200899931E-6
424.00	0.00014775700401515
425.00	0.00040473500848748
426.00	0.00061332999030128
427.00	0.00084003497613594
428.00	0.00088113098172471
429.00	0.00063247297657654
430.00	0.00015731000166852
431.00	0.00019680400146171
432.00	0.00030921801226214
433.00	0.00062053598230705
434.00	0.0013165100244805
435.00	0.0034245899878442
436.00	0.012460100464523
437.00	0.035421799868345
438.00	0.047474000602961
439.00	0.036475799977779
440.00	0.033985998481512
441.00	0.067223899066448
442.00	0.15706999599934
443.00	0.23178799450397
444.00	0.20280900597572
445.00	0.15078400075436
446.00	0.19970700144768
447.00	0.26830199360847
448.00	0.22656600177288
449.00	0.12629799544811
450.00	0.077468201518059
451.00	0.049109898507595
452.00	0.04363390058279
453.00	0.081223003566265
454.00	0.17891499400139
455.00	0.23807199299335
456.00	0.16840699315071
457.00	0.078641101717949
458.00	0.059900499880314
459.00	0.080269902944565
460.00	0.15396599471569
461.00	0.26607498526573
462.00	0.23958699405193
463.00	0.12121199816465
464.00	0.070490702986717
465.00	0.0734011977911
466.00	0.09852260351181
467.00	0.10285200178623
468.00	0.067018702626228
469.00	0.028403200209141
470.00	0.01305599976331
471.00	0.0085414499044418
472.00	0.0072522000409663
473.00	0.0085090501233935
474.00	0.010796199552715
475.00	0.012888699769974
476.00	0.011948400177062
477.00	0.0078675001859665
478.00	0.0042161298915744
479.00	0.00259167002514
480.00	0.0020647800993174
481.00	0.001890670042485
482.00	0.0020555299706757
483.00	0.0027366199065
484.00	0.0040920600295067
485.00	0.0052083102054894
486.00	0.0049833399243653
487.00	0.0034262700937688
488.00	0.0017356600146741
489.00	0.0013192399637774
490.00	0.0009118239977397
491.00	0.00088647397933528
492.00	0.00086912902770564
493.00	0.0011827800190076
494.00	0.0015301100211218
495.00	0.0020035200286657
496.00	0.0020126800518483
497.00	0.0015016699908301
498.00	0.0011036200448871
499.00	0.00063652999233454
500.00	0.00051820499356836
501.00	0.00042666800436564
502.00	0.00039077899418771
503.00	0.00050948199350387
504.00	0.00056717498227954
505.00	0.00087008898844942
506.00	0.0011280199978501
507.00	0.0011691800318658
508.00	0.00099165400024503
509.00	0.0009551839902997
510.00	0.00067200401099399
511.00	0.00059614097699523
512.00	0.00051357998745516
513.00	0.00054385600378737
514.00	0.00063560000853613
515.00	0.00070069701177999
516.00	0.00097836705390364
517.00	0.00089988799300045
518.00	0.0011542700231075
519.00	0.0011224600020796
520.00	0.0010692300274968
521.00	0.00090457400074229
522.00	0.00073820498073474
523.00	0.00078144099097699
524.00	0.00064196297898889
525.00	0.00070578802842647
526.00	0.00080890901153907
527.00	0.00081100699026138
528.00	0.00099031103309244
529.00	0.0011894899653271
530.00	0.0012930600205436
531.00	0.0012468399945647
532.00	0.0011115400120616
533.00	0.0009143230272457
534.00	0.00081899197539315
535.00	0.00077712297206745
536.00	0.00076195399742573
537.00	0.00067227002000436
538.00	0.0007036899914965
539.00	0.00084612402133644
540.00	0.0010568000143394
541.00	0.0013316699769348
542.00	0.0017742100171745
543.00	0.0024601800832897
544.00	0.0029416400939226
545.00	0.0031787001062185
546.00	0.003117430023849
547.00	0.0027640101034194
548.00	0.0024688499979675
549.00	0.0023125899024308
550.00	0.0022540700156242
551.00	0.0024730400182307
552.00	0.0027974599506706
553.00	0.0036025398876518
554.00	0.0047808401286602
555.00	0.006684280000627
556.00	0.0090727703645825
557.00	0.010667500086129
558.00	0.010893300175667
559.00	0.009286530315876
560.00	0.0070223798975348
561.00	0.0055591901764274
562.00	0.0044425898231566
563.00	0.0036770200822502
564.00	0.003342020092532
565.00	0.0032088600564748
566.00	0.0033260299824178
567.00	0.0035315400455147
568.00	0.0038767599035054
569.00	0.0046203499659896
570.00	0.0058009601198137
571.00	0.0075458497740328
572.00	0.010056000202894
573.00	0.013730200007558
574.00	0.018293000757694
575.00	0.022346099838614
576.00	0.024090299382806
577.00	0.022632800042629
578.00	0.019311299547553
579.00	0.016119999811053
580.00	0.013279600068927
581.00	0.011354600079358
582.00	0.010243400000036
583.00	0.0099094398319721
584.00	0.0098167099058628
585.00	0.010556099936366
586.00	0.011742900125682
587.00	0.013726999983191
588.00	0.016496600583196
589.00	0.01974830031395
590.00	0.022581599652767
591.00	0.023794200271368
592.00	0.021860899403691
593.00	0.018028099089861
594.00	0.013948399573565
595.00	0.010207099840045
596.00	0.0078741097822785
597.00	0.006238330155611
598.00	0.0048180199228227
599.00	0.0041906498372555
600.00	0.0034174700267613
601.00	0.0032860599458218
602.00	0.0035377200692892
603.00	0.0032156798988581
604.00	0.0032963000703603
605.00	0.0034524300135672
606.00	0.0034443899057806
607.00	0.0034551098942757
608.00	0.0037961399648339
609.00	0.004207800142467
610.00	0.0044215498492122
611.00	0.0049777501262724
612.00	0.0052067302167416
613.00	0.0058607799001038
614.00	0.0062994998879731
615.00	0.0071575199253857
616.00	0.0079758297652006
617.00	0.0087168402969837
618.00	0.0095477104187012
619.00	0.010656300000846
620.00	0.011857000179589
621.00	0.01342669967562
622.00	0.015173300169408
623.00	0.017771000042558
624.00	0.020590199157596
625.00	0.024310799315572
626.00	0.029454499483109
627.00	0.036245599389076
628.00	0.045140899717808
629.00	0.057569000869989
630.00	0.077170997858047
631.00	0.10020700097084
632.00	0.13152499496937
633.00	0.17566299438477
634.00	0.22963100671768
635.00	0.29504799842834
636.00	0.36959600448608
637.00	0.44864699244499
638.00	0.54341298341751
639.00	0.6443880200386
640.00	0.75963300466537
641.00	0.85867202281952
642.00	0.92607802152634
643.00	0.95176702737808
644.00	0.96012902259827
645.00	0.96300500631332
646.00	0.96714597940445
647.00	0.96994000673294
648.00	0.97276002168655
649.00	0.97563898563385
650.00	0.97839397192001
651.00	0.98116499185562
652.00	0.98350298404694
653.00	0.98338097333908
654.00	0.98612701892853
655.00	0.98597002029419
656.00	0.98486298322678
657.00	0.98450297117233
658.00	0.9839980006218
659.00	0.98366302251816
660.00	0.98377901315689
661.00	0.98411601781845
662.00	0.98414099216461
663.00	0.98522198200226
664.00	0.98536998033524
665.00	0.98538601398468
666.00	0.98422700166702
667.00	0.9829940199852
668.00	0.98173099756241
669.00	0.97881102561951
670.00	0.97838097810745
671.00	0.97733998298645
672.00	0.97785699367523
673.00	0.97884798049927
674.00	0.98037099838257
675.00	0.98227602243423
676.00	0.982990026474
677.00	0.98579400777817
678.00	0.98709601163864
679.00	0.9883000254631
680.00	0.98986101150513
681.00	0.99076002836227
682.00	0.99010497331619
683.00	0.98836702108383
684.00	0.98596000671387
685.00	0.98479300737381
686.00	0.98356598615646
687.00	0.98201102018356
688.00	0.98073500394821
689.00	0.980328977108
690.00	0.98073798418045
691.00	0.98232001066208
692.00	0.98357999324799
693.00	0.98421102762222
694.00	0.98254400491714
695.00	0.9877809882164
696.00	0.98948699235916
697.00	0.99102598428726
698.00	0.9923779964447
699.00	0.99347198009491
700.00	0.99417001008987
701.00	0.99332398176193
702.00	0.99187099933624
703.00	0.99075698852539
704.00	0.99024498462677
705.00	0.98899400234222
706.00	0.98940598964691
707.00	0.9866269826889
708.00	0.98717397451401
709.00	0.98708301782608
710.00	0.98770397901535
711.00	0.98743999004364
712.00	0.98748797178268
713.00	0.98926901817322
714.00	0.98973900079727
715.00	0.99049699306488
716.00	0.99125897884369
717.00	0.99269700050354
718.00	0.99278301000595
719.00	0.99346601963043
720.00	0.99322402477264
721.00	0.99312698841095
722.00	0.99191898107529
723.00	0.98982900381088
724.00	0.98909497261047
725.00	0.98967200517654
726.00	0.98895299434662
727.00	0.98798298835754
728.00	0.98796099424362
729.00	0.98854398727417
730.00	0.98867100477219
731.00	0.98934602737427
732.00	0.99064600467682
733.00	0.99194097518921
734.00	0.99219697713852
735.00	0.99347299337387
736.00	0.9933819770813
737.00	0.9935690164566
738.00	0.99489402770996
739.00	0.99536597728729
740.00	0.9950590133667
741.00	0.99522697925568
742.00	0.99542999267578
743.00	0.99549001455307
744.00	0.99497401714325
745.00	0.99446898698807
746.00	0.99349802732468
747.00	0.99310702085495
748.00	0.9925400018692
749.00	0.99027001857758
750.00	0.99179899692535
751.00	0.9935359954834
752.00	0.99239498376846
753.00	0.9933859705925
754.00	0.99351501464844
755.00	0.99340802431107
756.00	0.99268400669098
757.00	0.99192500114441
758.00	0.99137300252914
759.00	0.99017000198364
760.00	0.98937499523163
761.00	0.98825001716614
762.00	0.98670101165771
763.00	0.98549199104309
764.00	0.98513501882553
765.00	0.98467797040939
766.00	0.98341697454453
767.00	0.98318099975586
768.00	0.98334097862244
769.00	0.98418402671814
770.00	0.98477298021317
771.00	0.98568099737167
772.00	0.98708200454712
773.00	0.98877197504044
774.00	0.99154102802277
775.00	0.99283802509308
776.00	0.9928190112114
777.00	0.99349200725555
778.00	0.99384099245071
779.00	0.99416500329971
780.00	0.99463200569153
781.00	0.99396699666977
782.00	0.99462401866913
783.00	0.99380302429199
784.00	0.99242597818375
785.00	0.99163800477982
786.00	0.99102199077606
787.00	0.99034798145294
788.00	0.98968499898911
789.00	0.98957598209381
790.00	0.98927402496338
791.00	0.9898470044136
792.00	0.99004298448563
793.00	0.98923397064209
794.00	0.99024498462677
795.00	0.99122202396393
796.00	0.98960500955582
797.00	0.99352598190308
798.00	0.99377101659775
799.00	0.99250102043152
800.00	0.99382698535919
801.00	0.99447399377823
802.00	0.99484699964523
803.00	0.99533998966217
804.00	0.9935399889946
805.00	0.99297899007797
806.00	0.99313598871231
807.00	0.99328500032425
808.00	0.99282497167587
809.00	0.99280297756195
810.00	0.9918959736824
811.00	0.99126899242401
812.00	0.99098098278046
813.00	0.98977798223495
814.00	0.98853397369385
815.00	0.98831897974014
816.00	0.98835599422455
817.00	0.98898297548294
818.00	0.99033898115158
819.00	0.99111902713776
820.00	0.99121302366257
821.00	0.99125701189041
822.00	0.99080002307892
823.00	0.99087202548981
824.00	0.99117302894592
825.00	0.99185699224472
826.00	0.99130100011826
827.00	0.99146997928619
828.00	0.99180501699448
829.00	0.99163597822189
830.00	0.99008202552795
831.00	0.98925697803497
832.00	0.98762899637222
833.00	0.98576098680496
834.00	0.98512202501297
835.00	0.98457700014114
836.00	0.98439699411392
837.00	0.9831560254097
838.00	0.98280298709869
839.00	0.98188900947571
840.00	0.98236501216888
841.00	0.98236101865768
842.00	0.98128700256348
843.00	0.98097199201584
844.00	0.98109102249146
845.00	0.9823499917984
846.00	0.98308902978897
847.00	0.98244500160217
848.00	0.98245298862457
849.00	0.98212999105453
850.00	0.98372501134872
