wavelength,transmittance 
752,0.992209971
753,0.9870079756
754,0.9878690243
755,0.9879530072
756,0.9846900105
757,0.9889050126
758,0.9884960055
759,0.9901139736
760,0.9904159904
761,0.9935820103
762,0.9954950213
763,0.9951069951
764,0.9938690066
765,0.9973059893
766,0.994295001
767,0.9958549738
768,0.9934949875
769,0.9911820292
770,0.9936460257
771,0.9930949807
772,0.9944049716
773,0.9946889877
774,0.9960200191
775,0.997484982
776,0.9955959916
777,0.9986230135
778,0.9990959764
779,0.9990829825
780,0.9961000085
781,0.9935299754
782,0.9957630038
783,0.9944270253
784,0.9947170019
785,0.9906100035
786,0.9935640097
787,0.9928939939
788,0.9952110052
789,0.9933959842
790,0.9945340157
791,0.9954130054
792,0.9910730124
793,0.9866520166
794,0.986890018
795,0.984638989
796,0.9845420122
797,0.9840260148
798,0.984449029
799,0.9784219861
800,0.9802479744
801,0.9806990027
802,0.9804800153
803,0.979847014
804,0.9800059795
805,0.9791290164
806,0.9778590202
807,0.9774910212
808,0.9780910015
809,0.9764819741
810,0.9758419991
811,0.9750639796
812,0.9748060107
813,0.9759910107
814,0.9762939811
815,0.9771969914
816,0.9792699814
817,0.9812899828
818,0.9837750196
819,0.9866999984
820,0.9886429906
821,0.9898409843
822,0.9929000139
823,0.9931889772
824,0.9937390089
825,0.9950699806
826,0.9953359962
827,0.995036006
828,0.9954299927
829,0.9945639968
830,0.993408978
831,0.9923930168
832,0.9933720231
833,0.9927330017
834,0.9918889999
835,0.991114974
836,0.9914410114
837,0.9913340211
838,0.9908400178
839,0.9895570278
840,0.9885290265
841,0.9885169864
842,0.9867290258
843,0.9854670167
844,0.9849309921
845,0.984318018
846,0.9828770161
847,0.982828021
848,0.9829980135
849,0.9824950099
850,0.9833980203
851,0.9839050174
852,0.9848549962
853,0.9872879982
854,0.9884809852
855,0.9898419976
856,0.9914339781
857,0.9923670292
858,0.9916049838
859,0.9929680228
860,0.9930189848
861,0.9908180237
862,0.9914659858
863,0.991640985
864,0.9895579815
865,0.9886270165
866,0.9873819947
867,0.9863209724
868,0.9860789776
869,0.9865099788
870,0.9859840274
871,0.9856619835
872,0.9859930277
873,0.9861599803
874,0.985296011
875,0.9866840243
876,0.9861810207
877,0.9869130254
878,0.9861519933
879,0.9856860042
880,0.9850680232
881,0.9825969934
882,0.9829379916
883,0.9820179939
884,0.9829310179
885,0.9806540012
886,0.980535984
887,0.9803910255
888,0.9804400206
889,0.9810839891
890,0.9817860126
891,0.9836519957
892,0.9842910171
893,0.9864479899
894,0.9880179763
895,0.9910119772
896,0.9921659827
897,0.9942610264
898,0.9942780137
899,0.9954439998
900,0.997345984
901,0.9969210029
902,0.9971029758
903,0.9958869815
904,0.9954149723
905,0.9938279986
906,0.993497014
907,0.9910449982
908,0.9912189841
909,0.9893820286
910,0.9880669713
911,0.9872050285
912,0.9857490063
913,0.9860979915
914,0.9848669767
915,0.9835540056
916,0.9833269715
917,0.9834420085
918,0.9838449955
919,0.9826099873
920,0.9828100204
921,0.98199898
922,0.9800789952
923,0.979551971
924,0.9789739847
925,0.9774019718
926,0.9763969779
927,0.9755889773
928,0.9748650193
929,0.9726309776
930,0.9707459807
931,0.9704149961
932,0.9682289958
933,0.9670569897
934,0.96825701
935,0.9687820077
936,0.9667999744
937,0.9675520062
938,0.969145
939,0.967952013
940,0.9684259892
941,0.9692459702
942,0.9703739882
943,0.969852984
944,0.9712250233
945,0.9720969796
946,0.9733099937
947,0.9731159806
948,0.9736499786
949,0.9735469818
950,0.9746620059
951,0.9749079943
952,0.9755319953
953,0.9760479927
954,0.97587502
955,0.9774330258
956,0.9791010022
957,0.9794740081
958,0.9809529781
959,0.9819350243
960,0.983798027
961,0.9857540131
962,0.9869490266
963,0.9874590039
964,0.9904850125
965,0.9915710092
966,0.9920369983
967,0.9937310219
968,0.9934939742
969,0.9944559932
970,0.9948499799
971,0.9945060015
972,0.9936850071
973,0.9938319921
974,0.9923070073
975,0.9919769764
976,0.990252018
977,0.9887999892
978,0.9874789715
979,0.986594975
980,0.9851509929
981,0.9836300015
982,0.9827020168
983,0.9823409915
984,0.9825950265
985,0.9816979766
986,0.9814730287
987,0.9823150039
988,0.9835209846
989,0.9838590026
990,0.9839029908
991,0.985089004
992,0.9855539799
993,0.9862020016
994,0.986931026
995,0.9866600037
996,0.9883520007
997,0.9893239737
998,0.9894610047
999,0.9899380207
1000,0.988797009
1001,0.9892510176
1002,0.9895589948
1003,0.9882370234
1004,0.9880679846
1005,0.98684901
1006,0.9858829975
1007,0.9845920205
1008,0.9857640266
1009,0.9857720137
1010,0.9829580188
1011,0.983946979
1012,0.9837440252
1013,0.9813939929
1014,0.9825069904
1015,0.9823240042
1016,0.9823489785
1017,0.9821900129
1018,0.9819390178
1019,0.9824690223
1020,0.9832400084
1021,0.9827250242
1022,0.9841740131
1023,0.9824950099
1024,0.9833710194
1025,0.9823179841
1026,0.9836639762
1027,0.9832059741
1028,0.9825760126
1029,0.9806219935
1030,0.9811249971
1031,0.9802619815
1032,0.9796789885
1033,0.9789659977
1034,0.9766700268
1035,0.9770579934
1036,0.9753860235
1037,0.9750559926
1038,0.9734259844
1039,0.9739329815
1040,0.973089993
1041,0.9728010297
1042,0.9727370143
1043,0.9736329913
1044,0.9736379981
1045,0.9732900262
1046,0.974955976
1047,0.9750819802
1048,0.9756119847
1049,0.9757760167
1050,0.9758520126
1051,0.9776629806
1052,0.9769520164
1053,0.9786769748
1054,0.9797350168
1055,0.9795339704
1056,0.9806770086
1057,0.9815790057
1058,0.9820880294
1059,0.981769979
1060,0.9817280173
1061,0.9819819927
1062,0.982773006
1063,0.9825469851
1064,0.9834579825
1065,0.9839419723
1066,0.9837059975
1067,0.9840329885
1068,0.9845430255
1069,0.9847000241
1070,0.9848979712
1071,0.9857839942
1072,0.98536098
1073,0.9865890145
1074,0.9877409935
1075,0.9887589812
1076,0.9893789887
1077,0.9895650148
1078,0.9912440181
1079,0.9910060167
1080,0.992784977
1081,0.9935500026
1082,0.9952880144
1083,0.9945629835
1084,0.9944880009
1085,0.9957479835
1086,0.9960160255
1087,0.9972029924
1088,0.996686995
1089,0.9961770177
1090,0.9960669875
1091,0.9957259893
1092,0.9950979948
1093,0.9936680198
1094,0.99326998
1095,0.9918360114
1096,0.9905909896
1097,0.9899070263
1098,0.9872589707
1099,0.9865300059
1100,0.9858509898
1101,0.9845589995
1102,0.98357898
1103,0.9823870063
1104,0.9812589884
1105,0.9805930257
1106,0.9802950025
1107,0.9789029956
1108,0.9797899723
1109,0.9785439968
1110,0.979467988
1111,0.9783719778
1112,0.979162991
1113,0.9782029986
1114,0.978275001
1115,0.9793140292
1116,0.9805979729
1117,0.9807620049
1118,0.9813899994
1119,0.9801920056
1120,0.9813119769
1121,0.9831920266
1122,0.9831920266
1123,0.9837480187
1124,0.982814014
1125,0.9837579727
1126,0.9824330211
1127,0.9824500084
1128,0.984416008
1129,0.9834849834
1130,0.9824460149
1131,0.9833179712
1132,0.9839760065
1133,0.9829400182
1134,0.9838700294
1135,0.9842609763
1136,0.9834100008
1137,0.9831389785
1138,0.9832400084
1139,0.9829509854
1140,0.9834030271
1141,0.9833710194
1142,0.9838340282
1143,0.9844689965
1144,0.9846770167
1145,0.9850149751
1146,0.985615015
1147,0.9866009951
1148,0.9869030118
1149,0.9867219925
1150,0.9875289798
1151,0.9880949855
1152,0.9889799953
1153,0.9906030297
1154,0.9901000261
1155,0.9906449914
1156,0.9902870059
1157,0.9911469817
1158,0.9907180071
1159,0.9899309874
1160,0.9887179732
1161,0.9875969887
1162,0.9889950156
1163,0.987703979
1164,0.9869210124
1165,0.9862380028
1166,0.986149013
1167,0.9844620228
1168,0.9839360118
1169,0.9823409915
1170,0.9802370071
1171,0.979911983
1172,0.9791730046
1173,0.9804430008
1174,0.9774780273
1175,0.9760389924
1176,0.9757050276
1177,0.9748399854
1178,0.9749500155
1179,0.9732599854
1180,0.9736899734
1181,0.9754980206
1182,0.9747869968
1183,0.9757710099
1184,0.9745740294
1185,0.9740089774
1186,0.9760580063
1187,0.9774429798
1188,0.9776819944
1189,0.9784650207
1190,0.9787849784
1191,0.9795730114
1192,0.9821259975
1193,0.9816939831
1194,0.9815970063
1195,0.9820830226
1196,0.9838349819
1197,0.9852049947
1198,0.9853659868
1199,0.9863770008
1200,0.9866859913
